scenario,direction,mode,controller,metric,mean,std
square,c300.6/w232.9,NONE,pid,radial_rms,1.2472,0.0000
square,c300.6/w232.9,NONE,pid,radial_max,4.0100,0.0000
square,c300.6/w232.9,NONE,pid,dc_ex,-0.0275,0.0000
square,c300.6/w232.9,NONE,pid,dc_ey,0.3120,0.0000
square,c300.6/w232.9,NONE,pid,dc_radial,0.3132,0.0000
square,c300.6/w232.9,NONE,pid,std_x,0.8809,0.0000
square,c300.6/w232.9,NONE,pid,std_y,0.8254,0.0000
square,c300.6/w232.9,NONE,pid,depth_std,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,pitch_mean,-0.0000,0.0000
square,c300.6/w232.9,NONE,pid,pitch_max,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,IAE,17.9095,0.0000
square,c300.6/w232.9,NONE,pid,IAE_norm,0.5997,0.0000
square,c300.6/w232.9,NONE,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,ss_error,0.5997,0.0000
square,c300.6/w232.9,NONE,pid,control_effort,334.9449,0.0000
square,c300.6/w232.9,NONE,pid,slew,392.5932,0.0000
square,c300.6/w232.9,NONE,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,band_dc,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,band_wave,0.7374,0.0000
square,c300.6/w232.9,NONE,pid,band_high,0.1527,0.0000
square,c300.6/w232.9,NONE,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,NONE,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,radial_rms,1.9543,0.0000
square,c300.6/w232.9,NONE,mpc,radial_max,5.9263,0.0000
square,c300.6/w232.9,NONE,mpc,dc_ex,0.0004,0.0000
square,c300.6/w232.9,NONE,mpc,dc_ey,0.5631,0.0000
square,c300.6/w232.9,NONE,mpc,dc_radial,0.5631,0.0000
square,c300.6/w232.9,NONE,mpc,std_x,1.3509,0.0000
square,c300.6/w232.9,NONE,mpc,std_y,1.2952,0.0000
square,c300.6/w232.9,NONE,mpc,depth_std,0.0174,0.0000
square,c300.6/w232.9,NONE,mpc,pitch_mean,-0.0118,0.0000
square,c300.6/w232.9,NONE,mpc,pitch_max,0.0329,0.0000
square,c300.6/w232.9,NONE,mpc,IAE,27.4837,0.0000
square,c300.6/w232.9,NONE,mpc,IAE_norm,0.9939,0.0000
square,c300.6/w232.9,NONE,mpc,settling_time,21.0320,0.0000
square,c300.6/w232.9,NONE,mpc,ss_error,0.9939,0.0000
square,c300.6/w232.9,NONE,mpc,control_effort,702.4375,0.0000
square,c300.6/w232.9,NONE,mpc,slew,1129.4240,0.0000
square,c300.6/w232.9,NONE,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,band_dc,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,band_wave,1.2007,0.0000
square,c300.6/w232.9,NONE,mpc,band_high,0.1638,0.0000
square,c300.6/w232.9,NONE,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,NONE,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,radial_rms,1.9815,0.0000
square,c300.6/w232.9,NONE,dobmpc,radial_max,5.9650,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_ex,0.0070,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_ey,0.5759,0.0000
square,c300.6/w232.9,NONE,dobmpc,dc_radial,0.5760,0.0000
square,c300.6/w232.9,NONE,dobmpc,std_x,1.3754,0.0000
square,c300.6/w232.9,NONE,dobmpc,std_y,1.3049,0.0000
square,c300.6/w232.9,NONE,dobmpc,depth_std,0.0149,0.0000
square,c300.6/w232.9,NONE,dobmpc,pitch_mean,-0.0119,0.0000
square,c300.6/w232.9,NONE,dobmpc,pitch_max,0.0278,0.0000
square,c300.6/w232.9,NONE,dobmpc,IAE,27.8846,0.0000
square,c300.6/w232.9,NONE,dobmpc,IAE_norm,1.0072,0.0000
square,c300.6/w232.9,NONE,dobmpc,settling_time,21.0320,0.0000
square,c300.6/w232.9,NONE,dobmpc,ss_error,1.0072,0.0000
square,c300.6/w232.9,NONE,dobmpc,control_effort,697.8882,0.0000
square,c300.6/w232.9,NONE,dobmpc,slew,1134.0928,0.0000
square,c300.6/w232.9,NONE,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_dc,0.0000,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_wave,1.2259,0.0000
square,c300.6/w232.9,NONE,dobmpc,band_high,0.1641,0.0000
square,c300.6/w232.9,NONE,dobmpc,est_err_rms,0.2134,0.0000
square,c300.6/w232.9,NONE,dobmpc,w_x,-0.0055,0.0000
square,c300.6/w232.9,NONE,dobmpc,w_y,-0.0081,0.0000
square,c300.6/w232.9,NONE,dobmpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,pid,radial_rms,1.2454,0.0000
square,c300.6/w232.9,C,pid,radial_max,4.5398,0.0000
square,c300.6/w232.9,C,pid,dc_ex,-0.0572,0.0000
square,c300.6/w232.9,C,pid,dc_ey,0.4067,0.0000
square,c300.6/w232.9,C,pid,dc_radial,0.4107,0.0000
square,c300.6/w232.9,C,pid,std_x,0.7676,0.0000
square,c300.6/w232.9,C,pid,std_y,0.8906,0.0000
square,c300.6/w232.9,C,pid,depth_std,0.1051,0.0000
square,c300.6/w232.9,C,pid,pitch_mean,-2.3123,0.0000
square,c300.6/w232.9,C,pid,pitch_max,11.6034,0.0000
square,c300.6/w232.9,C,pid,IAE,23.7598,0.0000
square,c300.6/w232.9,C,pid,IAE_norm,0.6923,0.0000
square,c300.6/w232.9,C,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,C,pid,ss_error,0.6923,0.0000
square,c300.6/w232.9,C,pid,control_effort,417.5742,0.0000
square,c300.6/w232.9,C,pid,slew,399.1128,0.0000
square,c300.6/w232.9,C,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,pid,band_dc,0.0000,0.0000
square,c300.6/w232.9,C,pid,band_wave,0.6229,0.0000
square,c300.6/w232.9,C,pid,band_high,0.1593,0.0000
square,c300.6/w232.9,C,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,C,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,C,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,C,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,mpc,radial_rms,2.8754,0.0000
square,c300.6/w232.9,C,mpc,radial_max,8.9401,0.0000
square,c300.6/w232.9,C,mpc,dc_ex,1.3419,0.0000
square,c300.6/w232.9,C,mpc,dc_ey,-1.7953,0.0000
square,c300.6/w232.9,C,mpc,dc_radial,2.2413,0.0000
square,c300.6/w232.9,C,mpc,std_x,1.0751,0.0000
square,c300.6/w232.9,C,mpc,std_y,1.4452,0.0000
square,c300.6/w232.9,C,mpc,depth_std,0.0117,0.0000
square,c300.6/w232.9,C,mpc,pitch_mean,-0.0328,0.0000
square,c300.6/w232.9,C,mpc,pitch_max,0.0607,0.0000
square,c300.6/w232.9,C,mpc,IAE,79.1761,0.0000
square,c300.6/w232.9,C,mpc,IAE_norm,2.7314,0.0000
square,c300.6/w232.9,C,mpc,settling_time,8.2880,0.0000
square,c300.6/w232.9,C,mpc,ss_error,2.7314,0.0000
square,c300.6/w232.9,C,mpc,control_effort,771.7545,0.0000
square,c300.6/w232.9,C,mpc,slew,1003.2355,0.0000
square,c300.6/w232.9,C,mpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,mpc,band_dc,0.0000,0.0000
square,c300.6/w232.9,C,mpc,band_wave,0.9498,0.0000
square,c300.6/w232.9,C,mpc,band_high,0.1782,0.0000
square,c300.6/w232.9,C,mpc,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,C,mpc,w_x,0.0000,0.0000
square,c300.6/w232.9,C,mpc,w_y,0.0000,0.0000
square,c300.6/w232.9,C,mpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,radial_rms,1.7967,0.0000
square,c300.6/w232.9,C,dobmpc,radial_max,5.9663,0.0000
square,c300.6/w232.9,C,dobmpc,dc_ex,-0.1111,0.0000
square,c300.6/w232.9,C,dobmpc,dc_ey,0.5047,0.0000
square,c300.6/w232.9,C,dobmpc,dc_radial,0.5167,0.0000
square,c300.6/w232.9,C,dobmpc,std_x,1.2884,0.0000
square,c300.6/w232.9,C,dobmpc,std_y,1.1407,0.0000
square,c300.6/w232.9,C,dobmpc,depth_std,0.0010,0.0000
square,c300.6/w232.9,C,dobmpc,pitch_mean,-0.0455,0.0000
square,c300.6/w232.9,C,dobmpc,pitch_max,0.1187,0.0000
square,c300.6/w232.9,C,dobmpc,IAE,26.6218,0.0000
square,c300.6/w232.9,C,dobmpc,IAE_norm,0.8812,0.0000
square,c300.6/w232.9,C,dobmpc,settling_time,20.9280,0.0000
square,c300.6/w232.9,C,dobmpc,ss_error,0.8812,0.0000
square,c300.6/w232.9,C,dobmpc,control_effort,690.0008,0.0000
square,c300.6/w232.9,C,dobmpc,slew,828.4046,0.0000
square,c300.6/w232.9,C,dobmpc,sat_freq,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,band_dc,0.0000,0.0000
square,c300.6/w232.9,C,dobmpc,band_wave,1.1228,0.0000
square,c300.6/w232.9,C,dobmpc,band_high,0.1595,0.0000
square,c300.6/w232.9,C,dobmpc,est_err_rms,0.1092,0.0000
square,c300.6/w232.9,C,dobmpc,w_x,0.9858,0.0000
square,c300.6/w232.9,C,dobmpc,w_y,-1.6074,0.0000
square,c300.6/w232.9,C,dobmpc,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,pid,radial_rms,1.2416,0.0000
square,c300.6/w232.9,CD,pid,radial_max,4.5162,0.0000
square,c300.6/w232.9,CD,pid,dc_ex,-0.0498,0.0000
square,c300.6/w232.9,CD,pid,dc_ey,0.3960,0.0000
square,c300.6/w232.9,CD,pid,dc_radial,0.3991,0.0000
square,c300.6/w232.9,CD,pid,std_x,0.7661,0.0000
square,c300.6/w232.9,CD,pid,std_y,0.8918,0.0000
square,c300.6/w232.9,CD,pid,depth_std,0.1025,0.0000
square,c300.6/w232.9,CD,pid,pitch_mean,-2.2667,0.0000
square,c300.6/w232.9,CD,pid,pitch_max,11.2316,0.0000
square,c300.6/w232.9,CD,pid,IAE,23.4925,0.0000
square,c300.6/w232.9,CD,pid,IAE_norm,0.6879,0.0000
square,c300.6/w232.9,CD,pid,settling_time,0.0000,0.0000
square,c300.6/w232.9,CD,pid,ss_error,0.6879,0.0000
square,c300.6/w232.9,CD,pid,control_effort,416.0597,0.0000
square,c300.6/w232.9,CD,pid,slew,403.1801,0.0000
square,c300.6/w232.9,CD,pid,sat_freq,0.0000,0.0000
square,c300.6/w232.9,CD,pid,band_dc,0.0000,0.0000
square,c300.6/w232.9,CD,pid,band_wave,0.6218,0.0000
square,c300.6/w232.9,CD,pid,band_high,0.1590,0.0000
square,c300.6/w232.9,CD,pid,est_err_rms,0.0000,0.0000
square,c300.6/w232.9,CD,pid,w_x,0.0000,0.0000
square,c300.6/w232.9,CD,pid,w_y,0.0000,0.0000
square,c300.6/w232.9,CD,pid,n_fail,0.0000,0.0000
square,c300.6/w232.9,CD,mpc,radial_rms,2.8844,0.0000
square,c300.6/w232.9,CD,mpc,radial_max,8.8262,0.0000
square,c300.6/w232.9,CD,mpc,dc_ex,1.3601,0.0000
square,c300.6/w232.9,CD,mpc,dc_ey,-1.8120,0.0000
square,c300.6/w232.9,CD,mpc,dc_radial,2.2656,0.0000
square,c300.6/w232.9,CD,mpc,std_x,1.0648,0.0000
