# color images
# recorded (SYNTHETIC) by tools/make_synthetic_capture.py
# timestamp filename
1785000000.000000 rgb/1785000000.000000.png
1785000000.033333 rgb/1785000000.033333.png
1785000000.066667 rgb/1785000000.066667.png
1785000000.100000 rgb/1785000000.100000.png
1785000000.133333 rgb/1785000000.133333.png
1785000000.166667 rgb/1785000000.166667.png
1785000000.200000 rgb/1785000000.200000.png
1785000000.233333 rgb/1785000000.233333.png
1785000000.266667 rgb/1785000000.266667.png
1785000000.300000 rgb/1785000000.300000.png
1785000000.333333 rgb/1785000000.333333.png
1785000000.366667 rgb/1785000000.366667.png
1785000000.400000 rgb/1785000000.400000.png
1785000000.433333 rgb/1785000000.433333.png
1785000000.466667 rgb/1785000000.466667.png
1785000000.500000 rgb/1785000000.500000.png
1785000000.533333 rgb/1785000000.533333.png
1785000000.566667 rgb/1785000000.566667.png
1785000000.600000 rgb/1785000000.600000.png
1785000000.633333 rgb/1785000000.633333.png
1785000000.666667 rgb/1785000000.666667.png
1785000000.700000 rgb/1785000000.700000.png
1785000000.733333 rgb/1785000000.733333.png
1785000000.766667 rgb/1785000000.766667.png
1785000000.800000 rgb/1785000000.800000.png
1785000000.833333 rgb/1785000000.833333.png
1785000000.866667 rgb/1785000000.866667.png
1785000000.900000 rgb/1785000000.900000.png
1785000000.933333 rgb/1785000000.933333.png
1785000000.966667 rgb/1785000000.966667.png
1785000001.000000 rgb/1785000001.000000.png
1785000001.033333 rgb/1785000001.033333.png
1785000001.066667 rgb/1785000001.066667.png
1785000001.100000 rgb/1785000001.100000.png
1785000001.133333 rgb/1785000001.133333.png
1785000001.166667 rgb/1785000001.166667.png
1785000001.200000 rgb/1785000001.200000.png
1785000001.233333 rgb/1785000001.233333.png
1785000001.266667 rgb/1785000001.266667.png
1785000001.300000 rgb/1785000001.300000.png
1785000001.333333 rgb/1785000001.333333.png
1785000001.366667 rgb/1785000001.366667.png
1785000001.400000 rgb/1785000001.400000.png
1785000001.433333 rgb/1785000001.433333.png
1785000001.466667 rgb/1785000001.466667.png
1785000001.500000 rgb/1785000001.500000.png
1785000001.533333 rgb/1785000001.533333.png
1785000001.566667 rgb/1785000001.566667.png
1785000001.600000 rgb/1785000001.600000.png
1785000001.633333 rgb/1785000001.633333.png
1785000001.666667 rgb/1785000001.666667.png
1785000001.700000 rgb/1785000001.700000.png
1785000001.733333 rgb/1785000001.733333.png
1785000001.766667 rgb/1785000001.766667.png
1785000001.800000 rgb/1785000001.800000.png
1785000001.833333 rgb/1785000001.833333.png
1785000001.866667 rgb/1785000001.866667.png
1785000001.900000 rgb/1785000001.900000.png
1785000001.933333 rgb/1785000001.933333.png
1785000001.966667 rgb/1785000001.966667.png
1785000002.000000 rgb/1785000002.000000.png
1785000002.033333 rgb/1785000002.033333.png
1785000002.066667 rgb/1785000002.066667.png
1785000002.100000 rgb/1785000002.100000.png
1785000002.133333 rgb/1785000002.133333.png
1785000002.166667 rgb/1785000002.166667.png
1785000002.200000 rgb/1785000002.200000.png
1785000002.233333 rgb/1785000002.233333.png
1785000002.266667 rgb/1785000002.266667.png
1785000002.300000 rgb/1785000002.300000.png
1785000002.333333 rgb/1785000002.333333.png
1785000002.366667 rgb/1785000002.366667.png
