scenario,direction,mode,controller,metric,mean,std
square,all,NONE,pid,radial_rms,17.7310,0.0000
square,all,NONE,pid,radial_max,24.2784,0.0000
square,all,NONE,pid,dc_ex,0.3029,0.0000
square,all,NONE,pid,dc_ey,0.3045,0.0000
square,all,NONE,pid,dc_radial,0.4295,0.0000
square,all,NONE,pid,std_x,15.8361,0.0000
square,all,NONE,pid,std_y,7.9637,0.0000
square,all,NONE,pid,depth_std,0.3909,0.0000
square,all,NONE,pid,pitch_mean,-4.8445,0.0000
square,all,NONE,pid,pitch_max,10.9437,0.0000
square,all,NONE,pid,IAE,4537.0852,0.0000
square,all,NONE,pid,IAE_norm,17.1328,0.0000
square,all,NONE,pid,settling_time,0.0000,0.0000
square,all,NONE,pid,ss_error,17.1328,0.0000
square,all,NONE,pid,control_effort,2158.9487,0.0000
square,all,NONE,pid,slew,2182.0660,0.0000
square,all,NONE,pid,sat_freq,0.0000,0.0000
square,all,NONE,pid,band_dc,0.6851,0.0000
square,all,NONE,pid,band_wave,5.0695,0.0000
square,all,NONE,pid,band_high,0.4853,0.0000
square,all,NONE,pid,est_err_rms,0.0000,0.0000
square,all,NONE,pid,w_x,0.0000,0.0000
square,all,NONE,pid,w_y,0.0000,0.0000
square,all,NONE,pid,n_fail,0.0000,0.0000
square,all,C,pid,radial_rms,34.3245,0.0000
square,all,C,pid,radial_max,57.7239,0.0000
square,all,C,pid,dc_ex,-3.8092,0.0000
square,all,C,pid,dc_ey,0.4032,0.0000
square,all,C,pid,dc_radial,3.8305,0.0000
square,all,C,pid,std_x,32.6092,0.0000
square,all,C,pid,std_y,10.0070,0.0000
square,all,C,pid,depth_std,2.5629,0.0000
square,all,C,pid,pitch_mean,-6.4638,0.0000
square,all,C,pid,pitch_max,29.0049,0.0000
square,all,C,pid,IAE,7825.1676,0.0000
square,all,C,pid,IAE_norm,29.9790,0.0000
square,all,C,pid,settling_time,0.0000,0.0000
square,all,C,pid,ss_error,29.9790,0.0000
square,all,C,pid,control_effort,3409.8927,0.0000
square,all,C,pid,slew,2623.0937,0.0000
square,all,C,pid,sat_freq,0.0000,0.0000
square,all,C,pid,band_dc,4.6482,0.0000
square,all,C,pid,band_wave,8.4238,0.0000
square,all,C,pid,band_high,0.7436,0.0000
square,all,C,pid,est_err_rms,0.0000,0.0000
square,all,C,pid,w_x,0.0000,0.0000
square,all,C,pid,w_y,0.0000,0.0000
square,all,C,pid,n_fail,0.0000,0.0000
square,all,CD,pid,radial_rms,34.3277,0.0000
square,all,CD,pid,radial_max,58.6274,0.0000
square,all,CD,pid,dc_ex,-4.0497,0.0000
square,all,CD,pid,dc_ey,0.3963,0.0000
square,all,CD,pid,dc_radial,4.0690,0.0000
square,all,CD,pid,std_x,32.5949,0.0000
square,all,CD,pid,std_y,9.9703,0.0000
square,all,CD,pid,depth_std,2.5259,0.0000
square,all,CD,pid,pitch_mean,-6.4489,0.0000
square,all,CD,pid,pitch_max,28.9703,0.0000
square,all,CD,pid,IAE,7823.8652,0.0000
square,all,CD,pid,IAE_norm,29.9775,0.0000
square,all,CD,pid,settling_time,0.0000,0.0000
square,all,CD,pid,ss_error,29.9775,0.0000
square,all,CD,pid,control_effort,3389.9871,0.0000
square,all,CD,pid,slew,2618.1605,0.0000
square,all,CD,pid,sat_freq,0.0000,0.0000
square,all,CD,pid,band_dc,4.9322,0.0000
square,all,CD,pid,band_wave,8.4176,0.0000
square,all,CD,pid,band_high,0.7659,0.0000
square,all,CD,pid,est_err_rms,0.0000,0.0000
square,all,CD,pid,w_x,0.0000,0.0000
square,all,CD,pid,w_y,0.0000,0.0000
square,all,CD,pid,n_fail,0.0000,0.0000
square,all,CW,pid,radial_rms,71.4050,0.0000
square,all,CW,pid,radial_max,252.7211,0.0000
square,all,CW,pid,dc_ex,23.0313,0.0000
square,all,CW,pid,dc_ey,0.5037,0.0000
square,all,CW,pid,dc_radial,23.0368,0.0000
square,all,CW,pid,std_x,66.1197,0.0000
square,all,CW,pid,std_y,14.0057,0.0000
square,all,CW,pid,depth_std,7.7079,0.0000
square,all,CW,pid,pitch_mean,-5.3129,0.0000
square,all,CW,pid,pitch_max,45.8928,0.0000
square,all,CW,pid,IAE,14350.3906,0.0000
square,all,CW,pid,IAE_norm,54.9526,0.0000
square,all,CW,pid,settling_time,0.0000,0.0000
square,all,CW,pid,ss_error,54.9526,0.0000
square,all,CW,pid,control_effort,4910.6495,0.0000
square,all,CW,pid,slew,3175.3546,0.0000
square,all,CW,pid,sat_freq,0.0000,0.0000
square,all,CW,pid,band_dc,16.3050,0.0000
square,all,CW,pid,band_wave,46.3142,0.0000
square,all,CW,pid,band_high,0.4508,0.0000
square,all,CW,pid,est_err_rms,0.0000,0.0000
square,all,CW,pid,w_x,0.0000,0.0000
square,all,CW,pid,w_y,0.0000,0.0000
square,all,CW,pid,n_fail,0.0000,0.0000
square,all,CDW,pid,radial_rms,71.2629,0.0000
square,all,CDW,pid,radial_max,252.0228,0.0000
square,all,CDW,pid,dc_ex,22.6397,0.0000
square,all,CDW,pid,dc_ey,0.4978,0.0000
square,all,CDW,pid,dc_radial,22.6452,0.0000
square,all,CDW,pid,std_x,66.1030,0.0000
square,all,CDW,pid,std_y,13.9996,0.0000
square,all,CDW,pid,depth_std,7.6982,0.0000
square,all,CDW,pid,pitch_mean,-5.3258,0.0000
square,all,CDW,pid,pitch_max,45.4333,0.0000
square,all,CDW,pid,IAE,14307.4365,0.0000
square,all,CDW,pid,IAE_norm,54.7824,0.0000
square,all,CDW,pid,settling_time,0.0000,0.0000
square,all,CDW,pid,ss_error,54.7824,0.0000
square,all,CDW,pid,control_effort,4870.2455,0.0000
square,all,CDW,pid,slew,3174.6277,0.0000
square,all,CDW,pid,sat_freq,0.0000,0.0000
square,all,CDW,pid,band_dc,17.2179,0.0000
square,all,CDW,pid,band_wave,46.2210,0.0000
square,all,CDW,pid,band_high,0.4459,0.0000
square,all,CDW,pid,est_err_rms,0.0000,0.0000
square,all,CDW,pid,w_x,0.0000,0.0000
square,all,CDW,pid,w_y,0.0000,0.0000
square,all,CDW,pid,n_fail,0.0000,0.0000
