scenario,direction,mode,controller,metric,mean,std
square,all,NONE,pid,radial_rms,1.3789,0.0000
square,all,NONE,pid,radial_max,4.0100,0.0000
square,all,NONE,pid,dc_ex,-0.0014,0.0000
square,all,NONE,pid,dc_ey,0.0196,0.0000
square,all,NONE,pid,dc_radial,0.0196,0.0000
square,all,NONE,pid,std_x,0.9750,0.0000
square,all,NONE,pid,std_y,0.9748,0.0000
square,all,NONE,pid,depth_std,0.0000,0.0000
square,all,NONE,pid,pitch_mean,-0.0000,0.0000
square,all,NONE,pid,pitch_max,0.0000,0.0000
square,all,NONE,pid,IAE,193.0139,0.0000
square,all,NONE,pid,IAE_norm,0.7209,0.0000
square,all,NONE,pid,settling_time,0.0000,0.0000
square,all,NONE,pid,ss_error,0.7209,0.0000
square,all,NONE,pid,control_effort,4080.0226,0.0000
square,all,NONE,pid,slew,4415.0646,0.0000
square,all,NONE,pid,sat_freq,0.0000,0.0000
square,all,NONE,pid,band_dc,0.0056,0.0000
square,all,NONE,pid,band_wave,0.6983,0.0000
square,all,NONE,pid,band_high,0.1612,0.0000
square,all,NONE,pid,est_err_rms,0.0000,0.0000
square,all,NONE,pid,w_x,0.0000,0.0000
square,all,NONE,pid,w_y,0.0000,0.0000
square,all,NONE,pid,n_fail,0.0000,0.0000
square,all,C,pid,radial_rms,1.5273,0.0000
square,all,C,pid,radial_max,4.3389,0.0000
square,all,C,pid,dc_ex,0.0007,0.0000
square,all,C,pid,dc_ey,0.0207,0.0000
square,all,C,pid,dc_radial,0.0207,0.0000
square,all,C,pid,std_x,1.1348,0.0000
square,all,C,pid,std_y,1.0219,0.0000
square,all,C,pid,depth_std,0.0985,0.0000
square,all,C,pid,pitch_mean,-2.6038,0.0000
square,all,C,pid,pitch_max,19.6633,0.0000
square,all,C,pid,IAE,237.4755,0.0000
square,all,C,pid,IAE_norm,0.8837,0.0000
square,all,C,pid,settling_time,0.0000,0.0000
square,all,C,pid,ss_error,0.8837,0.0000
square,all,C,pid,control_effort,4872.8069,0.0000
square,all,C,pid,slew,4351.7417,0.0000
square,all,C,pid,sat_freq,0.0000,0.0000
square,all,C,pid,band_dc,0.0069,0.0000
square,all,C,pid,band_wave,0.8044,0.0000
square,all,C,pid,band_high,0.1628,0.0000
square,all,C,pid,est_err_rms,0.0000,0.0000
square,all,C,pid,w_x,0.0000,0.0000
square,all,C,pid,w_y,0.0000,0.0000
square,all,C,pid,n_fail,0.0000,0.0000
square,all,CD,pid,radial_rms,1.5200,0.0000
square,all,CD,pid,radial_max,4.3250,0.0000
square,all,CD,pid,dc_ex,0.0037,0.0000
square,all,CD,pid,dc_ey,0.0206,0.0000
square,all,CD,pid,dc_radial,0.0209,0.0000
square,all,CD,pid,std_x,1.1235,0.0000
square,all,CD,pid,std_y,1.0236,0.0000
square,all,CD,pid,depth_std,0.1310,0.0000
square,all,CD,pid,pitch_mean,-2.5544,0.0000
square,all,CD,pid,pitch_max,22.3855,0.0000
square,all,CD,pid,IAE,240.4659,0.0000
square,all,CD,pid,IAE_norm,0.8955,0.0000
square,all,CD,pid,settling_time,0.0000,0.0000
square,all,CD,pid,ss_error,0.8955,0.0000
square,all,CD,pid,control_effort,4858.7648,0.0000
square,all,CD,pid,slew,4396.3066,0.0000
square,all,CD,pid,sat_freq,0.0000,0.0000
square,all,CD,pid,band_dc,0.0083,0.0000
square,all,CD,pid,band_wave,0.7924,0.0000
square,all,CD,pid,band_high,0.1634,0.0000
square,all,CD,pid,est_err_rms,0.0000,0.0000
square,all,CD,pid,w_x,0.0000,0.0000
square,all,CD,pid,w_y,0.0000,0.0000
square,all,CD,pid,n_fail,0.0000,0.0000
square,all,CW,pid,radial_rms,25.1669,0.0000
square,all,CW,pid,radial_max,119.4813,0.0000
square,all,CW,pid,dc_ex,8.7129,0.0000
square,all,CW,pid,dc_ey,2.1484,0.0000
square,all,CW,pid,dc_radial,8.9738,0.0000
square,all,CW,pid,std_x,21.8369,0.0000
square,all,CW,pid,std_y,8.7174,0.0000
square,all,CW,pid,depth_std,17.4165,0.0000
square,all,CW,pid,pitch_mean,-4.1806,0.0000
square,all,CW,pid,pitch_max,59.1477,0.0000
square,all,CW,pid,IAE,3205.0274,0.0000
square,all,CW,pid,IAE_norm,12.4328,0.0000
square,all,CW,pid,settling_time,263.6160,0.0000
square,all,CW,pid,ss_error,12.4328,0.0000
square,all,CW,pid,control_effort,15685.4257,0.0000
square,all,CW,pid,slew,7913.0014,0.0000
square,all,CW,pid,sat_freq,0.0000,0.0000
square,all,CW,pid,band_dc,5.2994,0.0000
square,all,CW,pid,band_wave,16.3246,0.0000
square,all,CW,pid,band_high,0.2748,0.0000
square,all,CW,pid,est_err_rms,0.0000,0.0000
square,all,CW,pid,w_x,0.0000,0.0000
square,all,CW,pid,w_y,0.0000,0.0000
square,all,CW,pid,n_fail,0.0000,0.0000
square,all,CDW,pid,radial_rms,25.3687,0.0000
square,all,CDW,pid,radial_max,122.6684,0.0000
square,all,CDW,pid,dc_ex,8.8036,0.0000
square,all,CDW,pid,dc_ey,2.1547,0.0000
square,all,CDW,pid,dc_radial,9.0634,0.0000
square,all,CDW,pid,std_x,22.0681,0.0000
square,all,CDW,pid,std_y,8.6272,0.0000
square,all,CDW,pid,depth_std,17.3830,0.0000
square,all,CDW,pid,pitch_mean,-4.1820,0.0000
square,all,CDW,pid,pitch_max,58.7392,0.0000
square,all,CDW,pid,IAE,3213.2544,0.0000
square,all,CDW,pid,IAE_norm,12.4648,0.0000
square,all,CDW,pid,settling_time,263.6660,0.0000
square,all,CDW,pid,ss_error,12.4648,0.0000
square,all,CDW,pid,control_effort,15532.9151,0.0000
square,all,CDW,pid,slew,7857.6828,0.0000
square,all,CDW,pid,sat_freq,0.0000,0.0000
square,all,CDW,pid,band_dc,5.2823,0.0000
square,all,CDW,pid,band_wave,16.4506,0.0000
square,all,CDW,pid,band_high,0.2766,0.0000
square,all,CDW,pid,est_err_rms,0.0000,0.0000
square,all,CDW,pid,w_x,0.0000,0.0000
square,all,CDW,pid,w_y,0.0000,0.0000
square,all,CDW,pid,n_fail,0.0000,0.0000
