scenario,direction,mode,controller,metric,mean,std
square,c0.0/w0.0,NONE,pid,radial_rms,1.3352,0.0000
square,c0.0/w0.0,NONE,pid,radial_max,4.0100,0.0000
square,c0.0/w0.0,NONE,pid,dc_ex,-0.0084,0.0000
square,c0.0/w0.0,NONE,pid,dc_ey,0.1211,0.0000
square,c0.0/w0.0,NONE,pid,dc_radial,0.1214,0.0000
square,c0.0/w0.0,NONE,pid,std_x,0.9444,0.0000
square,c0.0/w0.0,NONE,pid,std_y,0.9361,0.0000
square,c0.0/w0.0,NONE,pid,depth_std,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,pitch_mean,-0.0000,0.0000
square,c0.0/w0.0,NONE,pid,pitch_max,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,IAE,37.3604,0.0000
square,c0.0/w0.0,NONE,pid,IAE_norm,0.6794,0.0000
square,c0.0/w0.0,NONE,pid,settling_time,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,ss_error,0.6794,0.0000
square,c0.0/w0.0,NONE,pid,control_effort,757.9832,0.0000
square,c0.0/w0.0,NONE,pid,slew,846.9670,0.0000
square,c0.0/w0.0,NONE,pid,sat_freq,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,band_dc,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,band_wave,0.6775,0.0000
square,c0.0/w0.0,NONE,pid,band_high,0.1619,0.0000
square,c0.0/w0.0,NONE,pid,est_err_rms,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,w_x,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,w_y,0.0000,0.0000
square,c0.0/w0.0,NONE,pid,n_fail,0.0000,0.0000
square,c0.0/w0.0,NONE,mpc,radial_rms,1.8555,0.0000
square,c0.0/w0.0,NONE,mpc,radial_max,5.5073,0.0000
square,c0.0/w0.0,NONE,mpc,dc_ex,-0.0253,0.0000
square,c0.0/w0.0,NONE,mpc,dc_ey,0.1931,0.0000
square,c0.0/w0.0,NONE,mpc,dc_radial,0.1947,0.0000
square,c0.0/w0.0,NONE,mpc,std_x,1.3099,0.0000
square,c0.0/w0.0,NONE,mpc,std_y,1.2997,0.0000
square,c0.0/w0.0,NONE,mpc,depth_std,0.0001,0.0000
square,c0.0/w0.0,NONE,mpc,pitch_mean,-0.0087,0.0000
square,c0.0/w0.0,NONE,mpc,pitch_max,0.0119,0.0000
square,c0.0/w0.0,NONE,mpc,IAE,52.8350,0.0000
square,c0.0/w0.0,NONE,mpc,IAE_norm,0.9776,0.0000
square,c0.0/w0.0,NONE,mpc,settling_time,47.4540,0.0000
square,c0.0/w0.0,NONE,mpc,ss_error,0.9776,0.0000
square,c0.0/w0.0,NONE,mpc,control_effort,570.4504,0.0000
square,c0.0/w0.0,NONE,mpc,slew,540.1014,0.0000
square,c0.0/w0.0,NONE,mpc,sat_freq,0.0000,0.0000
square,c0.0/w0.0,NONE,mpc,band_dc,0.0000,0.0000
square,c0.0/w0.0,NONE,mpc,band_wave,0.9603,0.0000
square,c0.0/w0.0,NONE,mpc,band_high,0.1787,0.0000
square,c0.0/w0.0,NONE,mpc,est_err_rms,0.0000,0.0000
square,c0.0/w0.0,NONE,mpc,w_x,0.0000,0.0000
square,c0.0/w0.0,NONE,mpc,w_y,0.0000,0.0000
square,c0.0/w0.0,NONE,mpc,n_fail,0.0000,0.0000
square,c0.0/w0.0,C,pid,radial_rms,1.4747,0.0000
